time,n_true,true_velocitypredicted_n,predicted_velocity,bounds_crossed
3.145416021347046,1.1897568702697754,17.811826705932617,1.3230103254318237,17.12567901611328,0
3.205601215362549,1.187363624572754,17.705238342285156,1.322553038597107,17.031869888305664,0
3.245553731918335,1.1888689994812012,17.705238342285156,1.3226457834243774,17.046222686767578,0
3.305424690246582,1.1879897117614746,17.7615909576416,1.3224362134933472,17.070537567138672,0
3.365267753601074,1.1888965368270874,17.755067825317383,1.3225157260894775,17.081871032714844,0
3.4250195026397705,1.1893728971481323,17.755067825317383,1.3226933479309082,17.079132080078125,0
3.484931230545044,1.1875228881835938,17.86622428894043,1.3222646713256836,17.185407638549805,0
3.579037666320801,1.1868724822998047,17.84060287475586,1.3216804265975952,17.183324813842773,0
3.6244099140167236,1.1872835159301758,17.84060287475586,1.3212637901306152,17.184200286865234,0
3.6846137046813965,1.1884413957595825,17.800718307495117,1.3211873769760132,17.15013313293457,0
3.7466704845428467,1.1889400482177734,17.800718307495117,1.321207046508789,17.13054847717285,0
3.784895658493042,1.1908248662948608,17.724733352661133,1.321670413017273,17.064041137695312,0
3.8453116416931152,1.1927220821380615,17.724733352661133,1.3224974870681763,17.068294525146484,0
3.9056320190429688,1.1941626071929932,17.878292083740234,1.3235005140304565,17.19687843322754,0
3.9653003215789795,1.1935677528381348,17.766029357910156,1.3241236209869385,17.08540916442871,0
4.005222320556641,1.193616509437561,17.766029357910156,1.3245822191238403,17.089658737182617,0
4.065273284912109,1.193207859992981,17.79952049255371,1.3247838020324707,17.11409568786621,0
4.125461578369141,1.1929380893707275,17.79952049255371,1.3247981071472168,17.122142791748047,0
4.186174392700195,1.1947591304779053,17.744932174682617,1.3251503705978394,17.053796768188477,0
4.225057601928711,1.1937355995178223,17.744932174682617,1.3251147270202637,17.036378860473633,0
4.285647392272949,1.1920585632324219,17.792112350463867,1.324595332145691,17.068660736083984,0
4.344857215881348,1.191899061203003,17.792112350463867,1.3240102529525757,17.082504272460938,0
4.406932830810547,1.1935434341430664,17.811298370361328,1.3237760066986084,17.11141586303711,0
4.44522762298584,1.193452000617981,17.811298370361328,1.3234543800354004,17.115524291992188,0
4.5056352615356445,1.1926618814468384,17.694059371948242,1.3229037523269653,17.006458282470703,0
4.565644264221191,1.1903530359268188,17.784730911254883,1.3218275308609009,17.08732795715332,0
4.626343250274658,1.1922008991241455,17.784730911254883,1.3211877346038818,17.098857879638672,0
4.665484428405762,1.1916546821594238,17.775989532470703,1.3204206228256226,17.0740909576416,0
4.725407123565674,1.190865159034729,17.775989532470703,1.3194935321807861,17.07952308654785,0
4.78560733795166,1.1908409595489502,17.787757873535156,1.3185863494873047,17.06671142578125,0
4.845246315002441,1.1903527975082397,17.787757873535156,1.3176034688949585,17.07377052307129,0
4.906670570373535,1.190595030784607,17.71910285949707,1.3167024850845337,17.00890350341797,0
4.945796012878418,1.1907553672790527,17.71910285949707,1.315858006477356,17.025781631469727,0
5.005722999572754,1.1883922815322876,17.731081008911133,1.3145707845687866,17.028074264526367,0
5.065507888793945,1.1902192831039429,17.72340202331543,1.3137072324752808,17.045114517211914,0
5.126751899719238,1.1906485557556152,17.72340202331543,1.3129494190216064,17.043209075927734,0
5.165377616882324,1.1896408796310425,17.791996002197266,1.3120143413543701,17.099525451660156,0
5.225384712219238,1.1908972263336182,17.791996002197266,1.3113462924957275,17.118228912353516,0
5.285639762878418,1.188268780708313,17.76453971862793,1.3101989030838013,17.092552185058594,0
5.345881462097168,1.189315915107727,17.76453971862793,1.3092992305755615,17.082809448242188,0
5.385766983032227,1.188032627105713,17.84068489074707,1.3082002401351929,17.160917282104492,0
5.445720672607422,1.1881722211837769,17.84068489074707,1.307179570198059,17.137540817260742,0
5.505711555480957,1.1889088153839111,17.800729751586914,1.3063347339630127,17.087501525878906,0
5.5654191970825195,1.1890767812728882,17.86614227294922,1.3055477142333984,17.153230667114258,0
5.606101036071777,1.1894296407699585,17.86614227294922,1.3048447370529175,17.138553619384766,0
5.665700912475586,1.1897461414337158,17.841215133666992,1.3042107820510864,17.124298095703125,0
5.725234031677246,1.189516305923462,17.841215133666992,1.3035465478897095,17.128374099731445,0
5.785694122314453,1.1915719509124756,17.7814998626709,1.3032371997833252,17.048011779785156,0
5.825673580169678,1.1929717063903809,17.7814998626709,1.3031359910964966,17.05887794494629,0
5.8855695724487305,1.1933934688568115,17.76447105407715,1.303060531616211,17.046588897705078,0
5.945351600646973,1.193299651145935,17.76447105407715,1.3029239177703857,17.056228637695312,0
6.005501747131348,1.1907958984375,17.76742172241211,1.3023463487625122,17.057727813720703,0
6.065474033355713,1.191293716430664,17.765649795532227,1.301849365234375,17.040956497192383,0
6.105495452880859,1.1901136636734009,17.765649795532227,1.3011616468429565,17.04484748840332,0
6.165325164794922,1.1912306547164917,17.758207321166992,1.300660252571106,17.040239334106445,0
6.225348949432373,1.1911526918411255,17.758207321166992,1.300142765045166,17.03043556213379,0
6.286629676818848,1.1905995607376099,17.858074188232422,1.2995386123657227,17.149045944213867,0
6.32632303237915,1.1909149885177612,17.858074188232422,1.2989881038665771,17.153095245361328,0
6.385457992553711,1.1902586221694946,17.77854347229004,1.2983407974243164,17.071847915649414,0
6.445709228515625,1.1904819011688232,17.77854347229004,1.2977370023727417,17.08945655822754,0
6.505699634552002,1.191516399383545,17.82419776916504,1.2972923517227173,17.13414192199707,0
6.565796852111816,1.1918463706970215,17.799116134643555,1.296889305114746,17.102846145629883,0
6.6057844161987305,1.1918901205062866,17.799116134643555,1.2964829206466675,17.097726821899414,0
6.66552734375,1.1932305097579956,17.798677444458008,1.2962589263916016,17.102584838867188,0
6.725237846374512,1.1936057806015015,17.798677444458008,1.2960636615753174,17.0980167388916,0
6.786647796630859,1.1915853023529053,17.753854751586914,1.295557975769043,17.03588104248047,0
6.825583457946777,1.191599726676941,17.753854751586914,1.2950536012649536,17.039926528930664,0
6.885756015777588,1.1930863857269287,17.747325897216797,1.2947540283203125,17.029369354248047,0
6.945330619812012,1.1921842098236084,17.747325897216797,1.2943140268325806,17.024499893188477,0
7.0055460929870605,1.1928589344024658,17.855670928955078,1.293960452079773,17.12699317932129,0
7.065793514251709,1.191642165184021,17.822471618652344,1.2934311628341675,17.118337631225586,0
7.105593204498291,1.1927733421325684,17.822471618652344,1.2930551767349243,17.127586364746094,0
7.165246963500977,1.1918359994888306,17.806285858154297,1.2925457954406738,17.110809326171875,0
7.225428581237793,1.1930285692214966,17.806285858154297,1.292194128036499,17.094600677490234,0
7.2858686447143555,1.1922900676727295,17.72953987121582,1.2917358875274658,17.01642608642578,0
7.346076965332031,1.191538691520691,17.72953987121582,1.2911784648895264,17.023975372314453,0
7.4058122634887695,1.1917091608047485,17.759218215942383,1.2906486988067627,17.054515838623047,0
7.4657464027404785,1.1899172067642212,17.78629493713379,1.2898952960968018,17.08481788635254,0
7.5613508224487305,1.1914156675338745,17.78629493713379,1.2893520593643188,17.09702491760254,0
7.605573654174805,1.1895703077316284,17.78586769104004,1.2885841131210327,17.090417861938477,0
7.66572380065918,1.1895403861999512,17.76252555847168,1.2878354787826538,17.091785430908203,0
7.726234436035156,1.190757155418396,17.76252555847168,1.2872588634490967,17.1053524017334,0
7.765748023986816,1.1908929347991943,17.744266510009766,1.2867088317871094,17.07054328918457,0
7.825447082519531,1.1919395923614502,17.744266510009766,1.2862941026687622,17.048358917236328,0
7.885992050170898,1.191692590713501,17.781841278076172,1.285848617553711,17.082927703857422,0
7.9456305503845215,1.1938776969909668,17.781841278076172,1.285665512084961,17.070037841796875,0
8.00625228881836,1.1922904253005981,17.7810115814209,1.2852773666381836,17.096073150634766,0
8.068078994750977,1.195356845855713,17.739543914794922,1.2852476835250854,17.0507869720459,0
8.106523513793945,1.1959131956100464,17.739543914794922,1.285255789756775,17.067623138427734,0
8.165504455566406,1.193867564201355,17.757970809936523,1.284996747970581,17.07219886779785,0
8.225192070007324,1.18913996219635,17.757970809936523,1.284181833267212,16.654115676879883,0
8.285523414611816,1.158984661102295,17.6707706451416,1.2799451351165771,15.875537872314453,0
8.3263578414917,1.1348803043365479,17.6707706451416,1.273231029510498,15.370948791503906,0
8.385964393615723,1.1142934560775757,17.51129913330078,1.2646244764328003,14.88973617553711,0
8.445568084716797,1.0917600393295288,17.51129913330078,1.2540533542633057,14.740966796875,0
8.505730628967285,1.067850112915039,17.267290115356445,1.2415168285369873,14.443467140197754,0
8.565580368041992,1.0455209016799927,17.267290115356445,1.2273417711257935,14.437886238098145,0
8.605829238891602,1.0312482118606567,16.913646697998047,1.2125413417816162,14.118043899536133,0
8.666288375854492,1.0239131450653076,16.768409729003906,1.197927713394165,13.998144149780273,0
8.725360870361328,1.0192744731903076,16.768409729003906,1.1837918758392334,14.048593521118164,0
8.786651611328125,1.0239794254302979,16.595548629760742,1.1711153984069824,13.89889144897461,0
8.825469017028809,1.031010627746582,16.595548629760742,1.1600549221038818,13.904263496398926,0
8.885588645935059,1.0383689403533936,16.52512550354004,1.1505415439605713,13.82036018371582,0
8.945955276489258,1.047916054725647,16.52512550354004,1.1427063941955566,13.81184196472168,0
9.005853652954102,1.054310917854309,16.326501846313477,1.1361100673675537,13.590842247009277,0
